name,symbol,country,exchange,sector
Guangxi Radio & Television Information Network Corp. Ltd. A ,600936,china,xshg,broadcasting
Guangxi Wuzhou Communications Co. Ltd. A ,600368,china,xshg,transportation services
Guangxi Wuzhou Zhongheng Group Co. Ltd. A ,600252,china,xshg,pharmaceuticals
Guangxi Yuegui Guangye Holdings Co. Ltd. A ,000833,china,xshe,food products
GuangYuYuan Chinese Herbal Medicine Co. Ltd. A ,600771,china,xshg,pharmaceuticals
Guangzheng Eye Hospital Group Co. Ltd. A ,002524,china,xshe,healthcare provision
Guangzhou Automobile Group Co. Ltd. ,gnzuf,united states,ootc,automobiles
Guangzhou Automobile Group Co. Ltd. ,2238,hong kong,xhkg,automobiles
Guangzhou Automobile Group Co. Ltd. A ,601238,china,xshg,automobiles
Guangzhou Baiyun Electric Equipment Co. Ltd. ,603861,china,xshg,industrial electronics
Guangzhou Baiyun International Airport Co. Ltd. A ,600004,china,xshg,transportation services
Guangzhou Baiyunshan Pharmaceutical Holdings Co. Ltd. ,874,hong kong,xhkg,pharmaceuticals
Guangzhou Baiyunshan Pharmaceutical Holdings Co. Ltd. A ,600332,china,xshg,pharmaceuticals
Guangzhou Development Group Inc. A ,600098,china,xshg,multiutilities
Guangzhou Devotion Thermal Technology Co. Ltd. ,300335,china,xshe,building materials/products
Guangzhou Echom Science & Technology Co. Ltd. ,002420,china,xshe,industrial products
Guangzhou Fangbang Electronics Co. Ltd. A ,688020,china,xshg,industrial electronics
Guangzhou Goaland Energy Conservation Technology Co. Ltd. ,300499,china,xshe,building materials/products
Guangzhou Grandbuy Co. Ltd. ,002187,china,xshe,mixed retailing
Guangzhou Great Power Energy & Technology Co. Ltd. A ,300438,china,xshe,industrial electronics
Guangzhou GRG Metrology & Test Co. Ltd. A ,002967,china,xshe,technical services
Guangzhou Guangri Stock Co. Ltd. A ,600894,china,xshg,iron/steel
Guangzhou Haige Communications Group Inc. Co. ,002465,china,xshe,networking
Guangzhou Hangxin Aviation Technology Co. Ltd. A ,300424,china,xshe,aerospace products/parts
Guangzhou Haoyang Electronic Co. Ltd. A ,300833,china,xshe,industrial electronics
Guangzhou Haozhi Industrial Co. Ltd. ,300503,china,xshe,industrial products
Guangzhou Hengyun Enterprises Holdings Ltd. A ,000531,china,xshe,multiutilities
Guangzhou Hexin Instrument Co. Ltd. A ,688622,china,xshg,precision products
Guangzhou Hi Target Navigation Tech Co. Ltd. ,300177,china,xshe,networking
Guangzhou Holike Creative Home Co. Ltd. A ,603898,china,xshg,furniture
Guangzhou Huayan Precision Machinery Co. Ltd. A ,301138,china,xshe,industrial machinery
Guangzhou Jet Bio-Filtration Co. Ltd. A ,688026,china,xshg,precision products
Guangzhou Jiacheng International Logistics Co. Ltd. A ,603535,china,xshg,transportation services
Guangzhou Jinyi Media Corp. A ,002905,china,xshe,recreational services
Guangzhou Jinzhong Auto Parts Manufacturing Co. Ltd. A ,301133,china,xshe,motor vehicle parts
Guangzhou Jointas Chemical Joint Stock Co. Ltd. A ,002909,china,xshe,building materials/products
Guangzhou KDT Machinery Co. Ltd. A ,002833,china,xshe,industrial machinery
Guangzhou Kingmed Diagnostics Group Co. Ltd. A ,603882,china,xshg,healthcare provision
Guangzhou KingTeller Technology Co. Ltd. ,002177,china,xshe,industrial machinery
Guangzhou LBP Medicine Science & Technology Co. Ltd. A ,688393,china,xshg,medical equipment/supplies
Guangzhou Lingnan Group Holdings Co. Ltd. A ,000524,china,xshe,hotels
Guangzhou Lushan New Materials Co. Ltd. A ,603051,china,xshg,chemicals
Guangzhou Metro Design & Research Institute Co. Ltd. A ,003013,china,xshe,technical services
Guangzhou Pearl River Development Group Co. Ltd. A ,600684,china,xshg,real estate developers
Guangzhou Pearl River Piano Group Co. Ltd. ,002678,china,xshe,leisure goods
Guangzhou Port Co. Ltd. A ,601228,china,xshg,water transport/shipping
Guangzhou R&F Properties Co. Ltd. ,2777,hong kong,xhkg,real estate developers
Guangzhou R&F Properties Co. Ltd. ,g5ha,germany,xfra,real estate developers
Guangzhou R&F Properties Co. Ltd. ,gzuhf,united states,ootc,real estate developers
Guangzhou Restaurant Group Co. Ltd. A ,603043,china,xshg,restaurants
Guangzhou Risong Intelligent Technology Holding Co. Ltd. A ,688090,china,xshg,precision products
Guangzhou Ruoyuchen Technology Co. Ltd. A ,003010,china,xshe,internet/online
Guangzhou Rural Commercial Bank Co. Ltd. ,1551,hong kong,xhkg,banking
Guangzhou Sanfu New Materials Technology Co. Ltd. A ,688359,china,xshg,chemicals
Guangzhou Seagull Kitchen & Bath Products Co. Ltd. A ,002084,china,xshe,building materials/products
Guangzhou Shangpin Home Collection Co. Ltd. A ,300616,china,xshe,furniture
Guangzhou Shiyuan Electronic Technology Co. Ltd. ,002841,china,xshe,computers/consumer electronics
Guna Timur Raya ,truk,indonesia,xidx,transportation services
Gunawan Dianjaya Steel ,gdst,indonesia,xidx,iron/steel
Gun-ei Chemical Industry Co. Ltd. ,4229,japan,xtks,chemicals
GungHo Online Entertainment Inc. ,3765,japan,xtks,toys & games
Gungnir Resources Inc. ,gug,canada,xtsx,general mining
Gungnir Resources Inc. ,aswrf,united states,ootc,general mining
Gunkul Engineering PCL ,gunkul,thailand,xbkk,industrial electronics
Gunma Bank Ltd. ,8334,japan,xtks,banking
Gunosy Inc. ,6047,japan,xtks,publishing
Gunpoint Exploration Ltd. ,gun,canada,xtsx,gold
Gunsynd PLC ,gun,united kingdom,xlon,finance companies
Gunther Grant Inc. ,gngr,united states,ootc,food products
Gunung Raja Paksi ,ggrp,indonesia,xidx,iron/steel
Gunze Ltd. ,3002,japan,xtks,clothing
Guoanda Co. Ltd. A ,300902,china,xshe,precision products
Guobang Pharma Ltd. A ,605507,china,xshg,pharmaceuticals
Guocheng Mining Co. Ltd. A ,000688,china,xshe,non-ferrous metals
GuoChuang Software Co. Ltd. A ,300520,china,xshe,software
Guoco Group Ltd. ,53,hong kong,xhkg,diversified holding companies
GuocoLand (Malaysia) Bhd ,1503,malaysia,xkls,real estate developers
GuocoLand Ltd. ,f17,singapore,xses,real estate developers
Guodian Nanjing Automation Co. Ltd. A ,600268,china,xshg,precision products
Guodian Technology & Environment Group Corp. Ltd. ,1296,hong kong,xhkg,industrial electronics
Guoguang Electric Co. Ltd. A ,002045,china,xshe,audio/video equipment
Guolian Securities Co. Ltd. ,1456,hong kong,xhkg,securities
Guolian Securities Co. Ltd. A ,601456,china,xshg,securities
GUOMAI Culture & Media Co. Ltd. A ,301052,china,xshe,publishing
Guomai Technologies Inc. A ,002093,china,xshe,wired telecommunications services
Guorui Properties Ltd. ,2329,hong kong,xhkg,real estate developers
Guosen Securities Co. Ltd. ,002736,china,xshe,finance companies
