name,symbol,country,exchange,sector
Aamra Networks Ltd. ,aamranet,bangladesh,xdha,wired telecommunications services
Aamra Technologies Ltd. ,aamratech,bangladesh,xdha,computer services
Aananda Lakshmi Spinning Mills Ltd. ,539096,india,xbom,clothing
Aanchal Ispat Ltd. ,538812,india,xbom,iron/steel
AAON Inc. ,aaon,united states,xnas,building materials/products
aap Implantate AG ,aaq1,united states,xetr,medical equipment/supplies
AAP Inc. ,aapj,united states,ootc,food products
AAPICO Hitech PCL ,ah,thailand,xbkk,motor vehicle parts
AAR Corp. ,air,united states,xnys,aerospace products/parts
Aareal Bank AG ,0mg0,united kingdom,xlon,mortgages
Aareal Bank AG ,arl,united states,xetr,mortgages
Aarey Drugs & Pharmaceuticals Ltd. ,524412,india,xbom,pharmaceuticals
Aarnav Fashions Ltd. ,539562,india,xbom,clothing
Aaron Industries Ltd. 144A ,aaron,india,xnse,industrial machinery
Aaron's Co. Inc. ,aan,united states,xnys,general services
Aartech Solonics Ltd. ,542580,india,xbom,industrial electronics
Aarti Drugs Ltd. ,524348,india,xbom,pharmaceuticals
Aarti Industries Ltd. ,524208,india,xbom,None
Aarti Surfactants Ltd. ,543210,india,xbom,chemicals
Aarvee Denims & Exports Ltd. ,514274,india,xbom,clothing
Aarvi Encon Ltd. ,aarvi,india,xnse,employment/training services
Aasen Sparebank ,aasb,norway,xosl,banking
Aashka Hospitals Ltd. ,543346,india,xbom,healthcare provision
Aastamangalam Finance Ltd. ,511764,india,xbom,finance companies
Aavas Financiers Ltd. ,541988,india,xbom,None
Aayan Leasing & Investment Co. K.S.C. ,aayan,kuwait,xkuw,finance companies
A'ayan Real Estate Co. S.A.K. ,aayanre,kuwait,xkuw,real estate developers
Aayush Food & Herbs Ltd. ,539528,india,xbom,food retail
AB Bank Ltd. ,abbank,bangladesh,xdha,banking
AB Builders Group Ltd. ,1615,hong kong,xhkg,construction
AB Dynamics PLC ,abdp,united kingdom,xlon,precision products
AB International Group Corp. ,abqq,united states,ootc,specialty retail
AB S.A. ,abe,poland,xwar,wholesalers
AB Science S.A. ,ab,france,xpar,pharmaceuticals
AB Science S.A. ,0q77,united kingdom,xlon,pharmaceuticals
AB&Company Co. Ltd. ,9251,japan,xtks,consumer services
AB&T Financial Corp. ,abto,united states,ootc,banking
ABA Chemicals Corp. ,300261,china,xshe,chemicals
AbaCore Capital Holdings Inc. ,aba,philippines,xphs,diversified holding companies
Abacus Mining & Exploration Corp. ,ame,canada,xtsx,non-ferrous metals
Abacus Mining & Exploration Corp. ,abcff,united states,ootc,non-ferrous metals
Abacus Property Group ,abp,australia,xasx,industrial/office reits
ABAK S.A. ,abk,poland,xwar,accounting
Abalance Corp. ,3856,japan,xtks,diversified holding companies
Aban Offshore Ltd. ,523204,india,xbom,oil & gas products/services
Abans Electricals PLC ,aban.n0000,sri lanka,xcol,housewares
ABans Enterprises Ltd. ,512165,india,xbom,wholesalers
Abans Finance PLC ,afsl.n0000,sri lanka,xcol,finance companies
Abate AS Industries Ltd. ,531658,india,xbom,diversified business services
Abattis Bioceuticals Corp. ,attbf,united states,ootc,biotechnology
Abaxx Technologies Inc. ,abxxf,united states,ootc,computer services
ABB India Ltd. ,500002,india,xbom,None
ABB Ltd. ,abbn,switzerland,xswx,precision products
ABB Ltd. ,0nx2,united kingdom,xlon,precision products
ABB Ltd. ,abb,sweden,xsto,precision products
ABB Ltd. ,ablzf,united states,ootc,precision products
ABB Ltd. ADR ,abb,united states,xnys,precision products
ABB Ltd. ADR ,abja,germany,xfra,precision products
Abbey Mortgage Bank PLC ,abbeybds,nigeria,xnsa,banking
Abbisko Cayman Ltd. ,2256,hong kong,xhkg,biotechnology
Abbott India Ltd. ,500488,india,xbom,pharmaceuticals
Abbott Laboratories ,abt,united states,xnys,pharmaceuticals
Abbott Laboratories ,abl,united states,xetr,pharmaceuticals
Aware Inc. ,awre,united states,xnas,precision products
AWC Bhd ,7579,malaysia,xkls,diversified business services
Awea Mechantronic Co. Ltd. ,1530,taiwan,xtai,industrial machinery
Awilco Drilling PLC ,awlcf,united states,ootc,oil & gas products/services
Awilco Drilling PLC ,awdr,norway,xosl,oil & gas products/services
Awilco Drilling PLC ,0q2k,united kingdom,xlon,oil & gas products/services
Awilco LNG ASA ,alng,norway,xosl,water transport/shipping
Awilco LNG ASA ,0q4g,united kingdom,xlon,water transport/shipping
AXA Cooperative Insurance Co. ,8250,saudi arabia,xsau,non-life insurance
AXA Mansard Insurance PLC ,mansard,nigeria,xnsa,full-line insurance
AXA S.A. ,cs,france,xpar,full-line insurance
AXA S.A. ,axa,united states,xetr,full-line insurance
AXA S.A. ,axahf,united states,ootc,full-line insurance
AXA S.A. ,axa,italy,xmil,full-line insurance
AXA S.A. ,0har,united kingdom,xlon,full-line insurance
AXA S.A. ,cs,switzerland,xswx,full-line insurance
AXA S.A. ADR ,axaa,germany,xfra,full-line insurance
AXA S.A. ADR ,axahy,united states,ootc,full-line insurance
Axactor SE ,0qig,united kingdom,xlon,diversified business services
Axactor SE ,acr,norway,xosl,diversified business services
Axalta Coating Systems Ltd. ,axta,united states,xnys,building materials/products
Axcap Ventures Inc. ,axcp,canada,xcnq,finance companies
Axcap Ventures Inc. ,garlf,united states,ootc,finance companies
Axcelis Technologies Inc. ,acls,united states,xnas,semiconductors
Axcella Health Inc. ,axla,united states,xnas,biotechnology
Axcen Photonics Corp. ,6530,taiwan,roco,networking
Axel Mark Inc. ,3624,japan,xtks,toys & games
Axel Polymers Ltd. ,513642,india,xbom,chemicals
Axell Corp. ,6730,japan,xtks,semiconductors
Axelum Resources Corp. ,axlm,philippines,xphs,food products
Axfood AB ,axfo,sweden,xsto,food retail
Axfood AB ,0r6r,united kingdom,xlon,food retail
Axfood AB Rt ,axfrf,united states,ootc,food retail
Axia Corp. Ltd. ,axia,zimbabwe,xzim,home goods retail
Axial Retailing Inc. ,8255,japan,xtks,food retail
Axiata Group Bhd ,6888,malaysia,xkls,wireless telecommunications services
aXichem AB Series A ,axic.a,sweden,xsto,chemicals
Axilion Smart Mobility Ltd. ,ailn,israel,xtae,wired telecommunications services
Axim Biotechnologies Inc. ,axim,united states,ootc,biotechnology
Axiom Properties Ltd. ,axi,australia,xasx,real estate developers
AXIOMTEK Co. Ltd. ,3088,taiwan,roco,computers/consumer electronics
AXIOS Sustainable Growth Acquisition Corp. Cl A ,axac,united states,xnys,shell companies
AXIOS Sustainable Growth Acquisition Corp. Rt ,axac.rt,united states,xnys,shell companies
AXIOS Sustainable Growth Acquisition Corp. Wt ,axac.wt,united states,xnys,None
Axis Auto Finance Inc. ,axis,canada,xtse,consumer finance
Axis Bank Ltd. ,532215,india,xbom,banking
Axis Bank Ltd. GDR ,axb,united kingdom,xlon,banking
Axis Bank Ltd. GDR ,uzc,germany,xfra,banking
Axis Bank Ltd. GDR ,axbn,mexico,xmex,banking
AXIS Capital Holdings Ltd. ,axs,united states,xnys,non-life insurance
AXIS Capital Holdings Ltd. Dep. Pfd. (Rep. 1/100th Share Pfd. Series E) ,axs.pre,united states,xnys,non-life insurance
Axis Co. Ltd. ,4012,japan,xtks,computer services
Axis Corp. ,6292,taiwan,roco,industrial electronics
Axis Energy Corp. ,axgc,united states,ootc,shell companies
Axis Real Estate Investment Trust ,5106,malaysia,xkls,industrial/office reits
Axis Technologies Group Inc. ,axtg,united states,ootc,industrial electronics
AXISCADES Technologies Ltd. ,532395,india,xbom,None
Axita Cotton Ltd. ,542285,india,xbom,clothing
AxKid AB ,axkid,sweden,xsat,housewares
Axman Enterprise Co. Ltd. ,6804,taiwan,roco,sports goods
AXMIN Inc. ,axm,canada,xtsx,gold
Axogen Inc. ,axgn,united states,xnas,medical equipment/supplies
Axogen Inc. ,0hkd,united kingdom,xlon,medical equipment/supplies
Axolot Solutions Holding AB ,axolot,sweden,xsto,industrial machinery
Axon Enterprise Inc. ,0hke,united kingdom,xlon,defense equipment/products
Axon Enterprise Inc. ,axon,united states,xnas,defense equipment/products
Axonics Inc. ,axnx,united states,xnas,medical equipment/supplies
AxonPrime Infrastructure Acquisition Corp. ,apmiu,united states,xnas,shell companies
AxonPrime Infrastructure Acquisition Corp. Cl A ,apmi,united states,xnas,shell companies
AxonPrime Infrastructure Acquisition Corp. Wt ,apmiw,united states,xnas,None
Axos Financial Inc. ,ax,united states,xnys,banking
AXP Energy Ltd. ,axp,australia,xasx,oil extraction
AXP Energy Ltd. ,aunxf,united states,ootc,oil extraction
Axsome Therapeutics Inc. ,axsm,united states,xnas,biotechnology
AXT Inc. ,axti,united states,xnas,semiconductors
Axtel Industries Ltd. ,523850,india,xbom,technical services
Axtel S.A.B. de C.V. Series CPO ,axtelcpo,mexico,xmex,wireless telecommunications services
Axteria Group Bhd ,7120,malaysia,xkls,audio/video equipment
Axway Software S.A. ,axw,france,xpar,software
Axway Software S.A. ,0p5l,united kingdom,xlon,software
Axxzia Inc. ,4936,japan,xtks,personal care products/appliances
Aya Gold & Silver Inc. ,ayasf,united states,ootc,general mining
Aya Gold & Silver Inc. ,aya,canada,xtse,general mining
Ayala Corp. ,ac,philippines,xphs,diversified holding companies
Ayala Corp. ADR ,ayaly,united states,ootc,diversified holding companies
Ayala Corp. Pfd. ,acpb1,philippines,xphs,diversified holding companies
Ayala Land Inc. ,ali,philippines,xphs,real estate developers
Ayala Land Inc. ,ayaaf,united states,ootc,real estate developers
Ayala Pharmaceuticals Inc. ,ayla,united states,xnas,pharmaceuticals
AyalaLand Logistics Holdings Corp. ,allhc,philippines,xphs,real estate developers
Ayalon Holdings Ltd. ,ayal,israel,xtae,non-life insurance
Aydem Yenilenebilir Enerji A.S. ,aydem.e,turkey,xist,renewable energy generation
Ayen Enerji A.S. ,ayen.e,turkey,xist,renewable energy generation
AYER Holdings Bhd ,2305,malaysia,xkls,real estate developers
Ayes Celik Hasir ve Cit Sanayi A.S. ,ayes.e,turkey,xist,building materials/products
Ayfie Group A/S ,ayfie,norway,xosl,software
Aygaz A.S. ,aygaz.e,turkey,xist,gas utilities
Ayima Group AB Series B ,ayima.b,sweden,xsto,advertising/marketing/public relations
AYM Syntex Ltd. ,508933,india,xbom,clothing
Ayo Technology Solutions Ltd. ,ayo,south africa,xjse,computer services
Ayr Wellness Inc. ,ayrwf,united states,ootc,farming
Ayr Wellness Inc. ,ayr.a,canada,xcnq,farming
AYRO Inc. ,ayro,united states,xnas,automobiles
AYS Ventures Bhd ,5021,malaysia,xkls,building materials/products
Aytu BioPharma Inc. ,aytu,united states,xnas,pharmaceuticals
Ayujoy Herbals Ltd. ,ajoy,united states,ootc,healthcare provision
Ayurcann Holdings Corp. ,ayurf,united states,ootc,coal
Ayurcann Holdings Corp. ,ayur,canada,xcnq,coal
AYYAN Investment Co. ,2140,saudi arabia,xsau,finance companies
Azagra Inversiones S.A. ,s3111,spain,xmad,mutual & other funds
Azarga Metals Corp. ,euunf,united states,ootc,non-ferrous metals
Azarga Metals Corp. ,azr,canada,xtsx,non-ferrous metals
Azbil Corp. ,6845,japan,xtks,precision products
Azearth Corp. ,3161,japan,xtks,clothing
AZEK Co. Inc. ,azek,united states,xnys,building materials/products
AZEK Co. Inc. ,4n1,germany,xber,None
Azelio AB ,azelio,sweden,xsto,industrial electronics
Azelis Group N.V. ,aze,belgium,xbru,chemicals
Azelis Group N.V. ,azlgf,united states,ootc,chemicals
Azelis Group N.V. ,0aa6,united kingdom,xlon,chemicals
A-Zenith Home Furnishings Co. Ltd. A ,603389,china,xshg,furniture
Azenta Inc. ,azta,united states,xnas,semiconductors
Azenta Inc. ,0hq1,united kingdom,xlon,semiconductors
Azerion Group N.V. ,azrn,netherlands,xams,internet/online
Azeus Systems Holdings Ltd. ,bbw,singapore,xses,computer services
Azevedo e Travassos S/A Ord ,azev3,brazil,bvmf,oil & gas products/services
Azgard Nine Ltd. ,anl,pakistan,xkar,clothing
Azienda Bresciana Petroli Nocivelli S.p.A. ,abp,italy,xmil,wholesalers
Azimut Exploration Inc. ,azm,canada,xtsx,general mining
Azimut Exploration Inc. ,azmtf,united states,ootc,general mining
Azimut Holding S.p.A. ,azm,italy,xmil,investment advisors
Azimut Holding S.p.A. ,azihf,united states,ootc,investment advisors
Azimut Holding S.p.A. ,0mhj,united kingdom,xlon,investment advisors
Azincourt Energy Corp. ,aaz,canada,xtsx,non-ferrous metals
Azincourt Energy Corp. ,azurf,united states,ootc,non-ferrous metals
Azion Corp. ,6148,taiwan,roco,computers/consumer electronics
Aziyo Biologics Inc. ,azyo,united states,xnas,medical equipment/supplies
Aziz Pipes Ltd. ,azizpipes,bangladesh,xdha,industrial products
Azkaran Inversiones S.A. ,s3230,spain,xmad,mutual & other funds
Azkoyen S.A. ,azk,spain,xmad,industrial machinery
AZN Capital Corp. ,aznvf,united states,ootc,emerging technologies
Azoom Co. Ltd. ,3496,japan,xtks,real estate developers
Azorean-Aquatic Technologies S.A. ,mlaat,france,xpar,precision products
Azorim Investment Development & Construction Co. Ltd. ,azrm,israel,xtae,residential building construction
Azorin Inversiones S.A. ,s0309,spain,xmad,mutual & other funds
Azrieli Group Ltd. ,azrg,israel,xtae,real estate developers
Aztec International S.A. ,azc,poland,xwar,industrial products
Aztec Land & Cattle Co. Ltd. ,azlcz,united states,ootc,real estate developers
Aztec Minerals Corp. ,azztf,united states,ootc,general mining
Aztec Minerals Corp. ,azt,canada,xtsx,general mining
Avant Corp. ,3836,japan,xtks,software
Avante Logixx Inc. ,xx,canada,xtsx,precision products
Avante Logixx Inc. ,alxxf,united states,ootc,precision products
Aztech Global Ltd. ,8az,singapore,xses,industrial electronics
Aztech WB Co. Ltd. ,032080,south korea,xkrx,clothing
Avantel Ltd. ,532406,india,xbom,networking
Avanti Acquisition Corp. ,avan.ut,united states,xnys,shell companies
Azucar Minerals Ltd. ,amz,canada,xtsx,general mining
Azucar Minerals Ltd. ,axddf,united states,ootc,general mining
Azul Azul S.A. ,azulazul,chile,xsgo,recreational services
Avanti Acquisition Corp. Cl A ,avan,united states,xnys,shell companies
Avanti Acquisition Corp. Wt ,avan.wt,united states,xnys,None
Azul S.A. ADR ,azul,united states,xnys,passenger airlines
Azuma Shipping Co. Ltd. ,9380,japan,xtks,water transport/shipping
Azure Minerals Ltd. ,azs,australia,xasx,non-ferrous metals
Avanti Energy Inc. ,avn,canada,xtsx,oil extraction
Avanti Energy Inc. ,argyf,united states,ootc,oil extraction
Azure Power Global Ltd. ,azre,united states,xnys,renewable energy generation
AzureWave Technologies Inc. ,3694,taiwan,xtai,networking
Avanti Feeds Ltd. ,512573,india,xbom,food products
Avantia Co. Ltd. ,8904,japan,xtks,residential building construction
AZZ Inc. ,azz,united states,xnys,industrial electronics
Avantium N.V. ,avtx,netherlands,xams,diversified business services
Avantium N.V. ,0rnp,united kingdom,xlon,diversified business services
Avantium N.V. ,avtxf,united states,ootc,diversified business services
Avantor Inc. ,avtr,united states,xnys,chemicals
Avanza Bank Holding AB ,0nuk,united kingdom,xlon,securities
Avanza Bank Holding AB ,aza,sweden,xsto,securities
Avarga Ltd. ,u09,singapore,xses,paper/pulp
Avarone Metals Inc. ,avrtf,united states,ootc,general mining
Avarone Metals Inc. ,avm.x,canada,xcnq,general mining
Avary Holding (Shenzhen) Co. Ltd. A ,002938,china,xshe,semiconductors
Avast PLC ,avst,united kingdom,xlon,software
Avast PLC ,avst,czech republic,xpra,software
Avatec Co. Ltd. ,149950,south korea,xkrx,precision products
Avation PLC ,avap,united kingdom,xlon,general services
Avax S.A. ,avax,greece,xath,construction
Avax Technologies Inc. ,avxt,united states,ootc,biotechnology
Avaya Holdings Corp. ,avya,united states,xnys,networking
Avaya Holdings Corp. Wt ,avyaw,united states,ootc,None
AVCON Information Technology Co. Ltd. ,300074,china,xshe,computer services
Avcorp Industries Inc. ,avp,canada,xtse,aerospace products/parts
Avcorp Industries Inc. ,avpff,united states,ootc,aerospace products/parts
AVE S.A. ,ave,greece,xath,motion picture/sound recording
AVE Science & Technology Co. Ltd. A ,688067,china,xshg,medical equipment/supplies
Aveanna Healthcare Holdings Inc. ,avah,united states,xnas,healthcare provision
Avecho Biotechnology Ltd. ,ave,australia,xasx,pharmaceuticals
Aveng Ltd. ,aeg,south africa,xjse,construction
Avenir Telecom S.A. ,avt,france,xpar,home goods retail
Avenir Telecom S.A. ,0do7,united kingdom,xlon,home goods retail
Avenira Ltd. ,aev,australia,xasx,general mining
Avensia AB ,aven,sweden,xsto,internet/online
Aventura Equities Inc. ,avne,united states,ootc,closed-end funds
Aventura Group AB Series B ,avent.b,sweden,xsto,diversified business services
Avenue Supermarts Ltd. ,540376,india,xbom,mixed retailing
Avenue Therapeutics Inc. ,atxi,united states,xnas,pharmaceuticals
AVEO Pharmaceuticals Inc. ,aveo,united states,xnas,pharmaceuticals
AvePoint Inc. Cl A ,avpt,united states,xnas,software
AvePoint Inc. Wt ,avptw,united states,xnas,None
AVer Information Inc. ,3669,taiwan,xtai,computers/consumer electronics
Averbuch Formica Center Ltd. ,aver,israel,xtae,building materials/products
AverLogic Technologies Corp. ,6198,taiwan,roco,semiconductors
Avermedia Technologies Inc. ,2417,taiwan,xtai,computers/consumer electronics
Averox Inc. ,avri,united states,ootc,software
Avertronics Inc. ,3597,taiwan,roco,industrial electronics
Avery Dennison Corp. ,avy,united states,xnys,containers/packaging
Avery Dennison Corp. ,0hjr,united kingdom,xlon,containers/packaging
Aveva Group PLC ,avv,united kingdom,xlon,software
Aveva Group PLC ADR ,avvyy,united states,ootc,software
Avex Inc. ,7860,japan,xtks,motion picture/sound recording
Av-Gad Holdings Ltd. ,avgd,israel,xtae,real estate developers
Avgol Industries 1953 Ltd. ,avgl,israel,xtae,clothing
AVI Ltd. ,avi,south africa,xjse,food products
AVI Ltd. ADR ,avsfy,united states,ootc,food products
AVI Polymers Ltd. ,539288,india,xbom,chemicals
AVI Products India Ltd. ,523896,india,xbom,chemicals
Avia Avian ,avia,indonesia,xidx,building materials/products
Aviat Networks Inc. ,avnw,united states,xnas,networking
Aviation Lease & Finance Co. KSC ,alafco,kuwait,xkuw,general services
Aviation Links Ltd. ,avia,israel,xtae,tourism
Avic Aviation High-Technology Co. Ltd. A ,600862,china,xshg,aerospace products/parts
AVIC Electromechanical Systems Co. Ltd. A ,002013,china,xshe,motor vehicle parts
AVIC Heavy Machinery Co. Ltd. ,600765,china,xshg,industrial products
AVIC Industry Finance Holdings Co. Ltd. A ,600705,china,xshg,diversified holding companies
AVIC Jonhon Optronic Technology Co. Ltd. ,002179,china,xshe,industrial electronics
AVIC Joy Holdings (HK) Ltd. ,260,hong kong,xhkg,specialty retail
AVIC Shenyang Aircraft Co. Ltd. A ,600760,china,xshg,aerospace products/parts
AVIC Xi'an Aircraft Industry Group Co. Ltd. A ,000768,china,xshe,aerospace products/parts
Avicanna Inc. ,avcn,canada,xtse,pharmaceuticals
Avicanna Inc. ,avcnf,united states,ootc,pharmaceuticals
AviChina Industry & Technology Co. Ltd. ,2357,hong kong,xhkg,aerospace products/parts
AviChina Industry & Technology Co. Ltd. ,avt,germany,xfra,aerospace products/parts
Avicopter PLC A ,600038,china,xshg,aerospace products/parts
Avid Bioservices Inc. ,cdmo,united states,xnas,biotechnology
Avid Electronics Corp. ,6103,taiwan,roco,semiconductors
Avid Technology Inc. ,avid,united states,xnas,motion picture/sound recording
Avidbank Holdings Inc. ,avbh,united states,ootc,banking
Avidian Gold Corp. ,avg,canada,xtsx,shell companies
Avidian Gold Corp. ,avgdf,united states,ootc,shell companies
Avidity Biosciences Inc. ,rna,united states,xnas,biotechnology
Avidly Oyj ,avidly,finland,xhel,advertising/marketing/public relations
AvidXchange Holdings Inc. ,avdx,united states,xnas,software
Avient Corp. ,avnt,united states,xnys,chemicals
Avillion Bhd ,8885,malaysia,xkls,hotels
Avinger Inc. ,avgr,united states,xnas,medical equipment/supplies
Avingtrans PLC ,avg,united kingdom,xlon,industrial machinery
Avino Silver & Gold Mines Ltd. ,asm,united states,xase,precious metals
Avino Silver & Gold Mines Ltd. ,asm,canada,xtse,precious metals
Avio S.p.A. ,0r9s,united kingdom,xlon,aerospace products/parts
Avio S.p.A. ,avio,italy,xmil,aerospace products/parts
Avira Resources Ltd. ,avw,australia,xasx,general mining
Avis Budget Group Inc. ,cuca,germany,xfra,general services
Avis Budget Group Inc. ,car,united states,xnas,general services
Avis Budget Group Inc. ,0hk4,united kingdom,xlon,general services
Avision Inc. ,2380,taiwan,xtai,computers/consumer electronics
Avista Corp. ,ava,united states,xnys,multiutilities
Avista Public Acquisition Corp. II ,ahpau,united states,xnas,shell companies
Avista Public Acquisition Corp. II Cl A ,ahpa,united states,xnas,shell companies
Avista Public Acquisition Corp. II Wt ,ahpaw,united states,xnas,None
Avistar Communications Corp. ,avsr,united states,ootc,wired telecommunications services
AVIT Ltd. ,300264,china,xshe,networking
Avita Corp. ,4735,taiwan,roco,medical equipment/supplies
Avita Medical Inc. ,rcel,united states,xnas,pharmaceuticals
Avitar Inc. ,avti,united states,ootc,medical equipment/supplies
Avi-Tech Holdings Ltd. ,1r6,singapore,xses,semiconductors
Aviv Arlon Ltd. ,avln,israel,xtae,real estate developers
Aviva Industries Ltd. ,512109,india,xbom,clothing
Aviva PLC ,aivad,united states,ootc,full-line insurance
Aviva PLC ,av,united kingdom,xlon,full-line insurance
Aviva PLC 8.375% Cum. Pfd. ,av.b,united kingdom,xlon,full-line insurance
Aviva PLC 8.75% Cum. Pfd. ,av.a,united kingdom,xlon,full-line insurance
Aviva PLC ADR ,avviy,united states,ootc,full-line insurance
Avivagen Inc. ,vivxf,united states,ootc,biotechnology
Avivagen Inc. ,viv,canada,xtsx,biotechnology
AVJennings Ltd. ,avj,australia,xasx,residential building construction
Avnet Inc. ,avt,united states,xnas,industrial electronics
Avoca LLC ,avoa,united states,ootc,oil extraction
AVOD Kurutulmus Gida ve Tarim Urunleri Sanayi Ticaret A.S. ,avod.e,turkey,xist,food products
Avon Protection PLC ,avon,united kingdom,xlon,clothing
